Datetime,Return,Predictions
2024-07-17 19:45:00+00:00,0.04,0.011513898274734808
2024-07-17 20:00:00+00:00,0.01,0.022012249371060756
2024-07-17 20:15:00+00:00,0.02,-0.009446842889345412
2024-07-17 20:30:00+00:00,-0.03,-0.03952884989133405
2024-07-17 20:45:00+00:00,-0.01,-0.025848072256356113
2024-07-17 21:00:00+00:00,0.03,-0.02405143203800799
2024-07-17 21:15:00+00:00,-0.01,-0.030513004202491704
2024-07-17 21:30:00+00:00,0.02,-0.032342826077650454
2024-07-17 21:45:00+00:00,-0.02,-0.03308373254891495
2024-07-17 22:00:00+00:00,-0.01,-0.032973553361630506
2024-07-17 22:15:00+00:00,0.0,-0.033209115847192994
2024-07-17 22:30:00+00:00,0.02,-0.0337863977894223
2024-07-17 22:45:00+00:00,-0.0,-0.03433476663257179
2024-07-17 23:00:00+00:00,-0.03,-0.033409782177604555
2024-07-17 23:15:00+00:00,-0.03,-0.027269262696371466
2024-07-17 23:30:00+00:00,0.02,-0.024313433082799648
2024-07-17 23:45:00+00:00,-0.0,-0.023765064239650156
2024-07-18 00:00:00+00:00,-0.03,-0.023187782297420842
2024-07-18 00:15:00+00:00,-0.0,-0.032973553361630506
2024-07-18 00:30:00+00:00,0.02,-0.03185577457052383
2024-07-18 00:45:00+00:00,-0.01,-0.027498874303712915
2024-07-18 01:00:00+00:00,-0.0,-0.02405143203800799
2024-07-18 01:15:00+00:00,0.03,-0.024433641032716988
2024-07-18 01:30:00+00:00,-0.08,-0.02405143203800799
2024-07-18 01:45:00+00:00,-0.1,0.02407765143243081
2024-07-18 02:00:00+00:00,-0.1,0.024686377837847277
2024-07-18 02:15:00+00:00,-0.1,0.023138719117142333
2024-07-18 02:30:00+00:00,-0.1,-0.018676020783692925
2024-07-18 02:45:00+00:00,-0.1,-0.024433641032716988
2024-07-18 03:00:00+00:00,-0.1,-0.02603585982865975
2024-07-18 03:15:00+00:00,0.05,0.03273004517098051
2024-07-18 03:30:00+00:00,0.02,0.06643648350385224
2024-07-18 03:45:00+00:00,-0.03,0.09072819757023763
2024-07-18 04:00:00+00:00,0.03,0.04811367369016731
2024-07-18 04:15:00+00:00,-0.08,0.037587256875936566
2024-07-18 04:30:00+00:00,-0.1,0.10472457084842658
2024-07-18 04:45:00+00:00,-0.1,0.11458541415732672
2024-07-18 05:00:00+00:00,-0.1,0.11949480323446876
2024-07-18 05:15:00+00:00,-0.1,0.02467399024387273
2024-07-18 05:30:00+00:00,0.02,0.09072819757023763
2024-07-18 05:45:00+00:00,-0.1,0.10523660956117986
2024-07-18 06:00:00+00:00,0.0,0.09353325113598604
2024-07-18 06:15:00+00:00,0.11,-0.026146195433467176
2024-07-18 06:30:00+00:00,0.0,-0.020553099478005644
